"UniqueID","Probability1"
11862,0.286934154581408
11863,0.258727348781226
11864,0.273265847754878
11865,0.947468555282416
11866,0.152134599700299
11867,0.0599519088963876
11868,0.373793530542223
11869,0.136642641438233
11870,0.268615075892359
11871,0.868809832472594
11872,0.188663596979328
11873,0.527793440231781
11874,0.529815358855028
11875,0.812190972766928
11876,0.109027821171599
11877,0.487142301793838
11878,0.738551673312716
11879,0.427056051235029
11880,0.109193689352095
11881,0.514583187604988
11882,0.166705961665749
11883,0.143311375366093
11884,0.115789322301073
11885,0.31045274831065
11886,0.289139599875427
11887,0.465239730335872
11888,0.171092318980361
11889,0.218550142587042
11890,0.32306996118937
11891,0.937564661601478
11892,0.160343487690559
11893,0.776661553999858
11894,0.318159570991768
11895,0.280205686530563
11896,0.224930241053316
11897,0.127732856716099
11898,0.176846639575783
11899,0.334322804591958
11900,0.0713280608385365
11901,0.47153383643862
11902,0.430059520553884
11903,0.195404259576127
11904,0.364429678831521
11905,0.258879611925895
11906,0.890685867179003
11907,0.274397920666422
11908,0.105590995893488
11909,0.12159035428607
11910,0.051685762125686
11911,0.21273661834055
11912,0.176927345051368
11913,0.981892378228723
11914,0.266936657560312
11915,0.285657707892218
11916,0.0716610369291327
11917,0.190078240748412
11918,0.531080969233481
11919,0.0356578652477892
11920,0.18929543539832
11921,0.321737861272033
11922,0.870346087122663
11923,0.858505031498493
11924,0.555581438327729
11925,0.992826081866513
11926,0.294169399031142
11927,0.90122605312364
11928,0.387362849076247
11929,0.252376989593765
11930,0.995592815228699
11931,0.545191330112744
11932,0.15610340960871
11933,0.786446150298864
11934,0.661201098578905
11935,0.287049923313064
11936,0.325085603986106
11937,0.988917439777935
11938,0.66036408897456
11939,0.23272810710243
11940,0.654930413460842
11941,0.666976916762095
11942,0.680444398525962
11943,0.0406168144067383
11944,0.719828000772899
11945,0.972106120884129
11946,0.95108968970355
11947,0.67133457590029
11948,0.167724963679667
11949,0.939062848023768
11950,0.731976363917093
11951,0.225235113708283
11952,0.463471795777975
11953,0.874757618104214
11954,0.321047982044544
11955,0.949763679106127
11956,0.995592815228699
11957,0.483189102611804
11958,0.0723824607871147
11959,0.636677444988316
11960,0.859218159732507
11961,0.829298936262395
11962,0.358942071448074
11963,0.0762583611394566
11964,0.356603341529156
11965,0.225235113708283
11966,0.781667577999392
11967,0.941253740803655
11968,0.799902614311451
11969,0.462948762751721
11970,0.818186227105442
11971,0.426865681617926
11972,0.898411446578461
11973,0.938321650948603
11974,0.946378061077519
11975,0.851984674401393
11976,0.436485077004308
11977,0.739821765018742
11978,0.231359705490298
11979,0.921853793010639
11980,0.441537821737934
11981,0.827443263408717
11982,0.741721041761865
11983,0.981785639147001
