"UniqueID","Probability1"
11862,0.180230233679043
11863,0.151293628044846
11864,0.21163877210283
11865,1.0450886621629
11866,0.0562050454880065
11867,0.0872702044774582
11868,0.120699427599567
11869,0.0905372770438158
11870,0.087216535324309
11871,1.05132287806933
11872,0.19435324213434
11873,0.264888257745726
11874,0.219206570361044
11875,0.991846779232143
11876,0.104698211955784
11877,0.320902639224747
11878,0.73333180064257
11879,0.169666451828808
11880,0.122125328184919
11881,0.727725128943582
11882,0.04825530264945
11883,0.0359638452978877
11884,0.164513009691023
11885,0.132384757048497
11886,0.181606554313406
11887,0.285979211174908
11888,0.12106256359253
11889,0.18961434403642
11890,0.0234012739237029
11891,1.07401165379368
11892,0.142627891800122
11893,0.725038955895397
11894,0.149949809065206
11895,0.127141428382053
11896,0.0844210324476949
11897,0.122303975161325
11898,0.107288235217137
11899,0.08569231962689
11900,0.0818310002214788
11901,0.651664024569188
11902,0.770800337981644
11903,0.169038419600186
11904,0.163238542771559
11905,0.0343949703398479
11906,1.03323131683565
11907,0.0552771016478988
11908,0.059288402995402
11909,0.182350339805791
11910,0.0340009310417782
11911,0.0410606459956275
11912,0.0322157150615463
11913,1.11587119865756
11914,0.169623782754647
11915,0.161310711685411
11916,0.198506841209381
11917,0.0890326130314734
11918,1.01335395625758
11919,0.0379562628749845
11920,0.0932042522379386
11921,0.0925981490182066
11922,1.10000276293095
11923,1.08358084541729
11924,0.377802701252622
11925,1.11510989054332
11926,0.230942306725077
11927,0.997353499055141
11928,0.134834806667872
11929,0.103622686056684
11930,1.11748402553282
11931,0.381946530421877
11932,0.0806883364166884
11933,0.724109719014944
11934,0.299534163028505
11935,0.158331576659353
11936,0.287715680389186
11937,1.11842593141405
11938,0.559251473321193
11939,0.115922539763451
11940,0.638464368512574
11941,0.681471675276373
11942,0.694660205839741
11943,0.00284227354691566
11944,0.662042174376064
11945,1.07956843201995
11946,1.05202205741087
11947,1.04964573684414
11948,0.0565460585671676
11949,1.11855566775843
11950,0.907963660096559
11951,0.207516135946776
11952,0.269091647385492
11953,1.06830147129454
11954,0.156690515519885
11955,1.08601326139793
11956,1.11748402553282
11957,0.599659832319148
11958,0.029710099964537
11959,1.09716858918787
11960,0.948057004523773
11961,0.908472282251181
11962,0.0830194197216504
11963,0.064812872595426
11964,0.212360339411114
11965,0.207516135946776
11966,1.06965242755496
11967,1.10731899359245
11968,1.02527771993002
11969,0.241263721522528
11970,1.10855695187325
11971,0.503363107292066
11972,0.957803641558978
11973,1.09953477065197
11974,1.08666458523854
11975,1.01997871069959
11976,0.523358223376383
11977,0.920510812592662
11978,0.272854536580918
11979,1.07607019624525
11980,0.636277824638869
11981,0.902907772276726
11982,0.708562833569043
11983,1.11802343475483
11984,0.997764454894427
11985,1.11748402553282
11986,0.303137172999679
11987,1.00293986478197
11988,0.0904522190773916
11989,1.0908752848497
11990,1.01685323432098
11991,1.06134565463193
11992,0.896829706709921
11993,0.618488866497629
11994,0.318218444422854
11995,0.267474956367245
11996,1.01024015799667
11997,0.323635330435341
11998,0.0882482653957387
11999,0.263932725614616
12000,1.10731899359245
12001,0.702303146610937
12002,1.11641114009662
12003,1.09264997311843
12004,1.09037453452354
12005,1.1019342134589
12006,0.817789346178103
12007,1.11411186927121
12008,0.303375691969345
12009,0.742743147376364
12010,0.795391465256248
12011,1.10582081932805
12012,0.240041713206097
12013,0.105599902842234
12014,0.514039305915205
12015,0.702303146610937
12016,0.350877741798832
12017,1.07607019624525
12018,1.10995619046511
12019,0.784152118318546
12020,1.03381891612536
12021,1.114087233996
12022,1.07279456569885
12023,1.11597705618116
12024,0.041743803248848
12025,1.06176647124815
12026,0.820773048052051
12027,0.820270815393234
12028,0.154299251383483
12029,0.650551587922796
12030,1.11914184920726
12031,0.944898160356746
12032,0.82468823289814
12033,0.256839602147407
12034,0.741387121204239
12035,0.0326513464458894
12036,0.20025013972637
12037,0.337419957766001
12038,0.0918261980335085
12039,0.579368108185323
12040,0.0519245511947595
12041,0.531439970663397
12042,0.889211876517153
12043,0.0742483924469865
12044,0.502475021536334
12045,0.406017654373007
12046,0.721173460276969
12047,0.11310458925633
12048,1.01789871945106
12049,1.11781142751713
12050,0.044743975645111
12051,0.694898287637885
12052,0.0871360484794026
12053,0.840881551976285
12054,0.0379562628749845
12055,1.0632757080617
12056,1.0342941911188
12057,0.129200825455421
12058,0.863925265103465
12059,0.798088541892134
12060,0.272909558592836
12061,0.822198028583852
12062,1.10029693272157
12063,0.805334952107134
12064,1.02756741546946
12065,1.04869513717486
12066,0.654960620330578
12067,0.735097938068693
12068,0.832019045441176
12069,0.0589668148044277
12070,0.0670024356984783
12071,0.198729753724496
12072,1.10491727380428
12073,0.634727545245243
12074,0.640465712603345
12075,0.542994451354696
12076,1.11906068792217
12077,0.0696331466570169
12078,0.19815770261762
12079,0.989122821715264
12080,0.771490405633951
12081,0.856347549137454
12082,1.09718111593404
12083,0.769221899931817
12084,1.04027919228148
12085,0.0930940833242205
12086,0.198729753724496
12087,1.04877416303574
12088,0.0252926625544375
12089,0.344173448016507
12090,0.816179793870945
12091,0.906795718003055
12092,0.117473556455601
12093,0.646034916672673
12094,0.770484309305315
12095,0.247976820815781
12096,0.18389759325937
12097,1.08562734498439
12098,0.222938757844672
12099,0.380203767773884
12100,0.0185939944872524
12101,0.19815770261762
12102,1.0204343874866
12103,0.055004693128706
12104,0.0139989751782962
12105,1.11507428787008
12106,0.154705622940356
12107,1.11739880455231
12108,0.345669559411122
12109,0.262927194921461
12110,0.090368725339948
12111,0.912228367948761
12112,0.512210548378518
12113,1.06434612118383
12114,1.11571127252255
12115,0.0955399778572157
12116,1.10785439090889
12117,0.377665235534652
12118,1.1153629471865
12119,0.0692343004354826
12120,0.167944037718114
12121,0.851382095750966
12122,0.669858380445857
12123,1.07755927709358
12124,1.01054679464155
12125,1.10367727377737
12126,1.1015833310553
12127,0.722491106379088
12128,0.156754279314701
12129,0.97843582345215
12130,1.01338194293548
12131,0.159344831757754
12132,0.496018075819466
12133,0.192158454304509
12134,1.1099254598624
12135,0.0765281481451292
12136,1.00854797799348
12137,0.122265733809394
12138,0.532345458980393
12139,0.765184463877431
12140,0.375639397270441
12141,0.5074883684384
12142,0.0433680666040907
12143,0.121794309270589
12144,0.0802558701685839
12145,0.893649395667493
12146,1.09468448292093
12147,0.99757679465066
12148,0.0333272041765325
12149,1.08500271478187
12150,0.130914569388469
12151,1.09465731621003
12152,0.844678244891039
12153,0.0735736886225166
12154,0.556969732263718
12155,0.362237428990149
12156,0.97125755490307
12157,1.07233637864942
12158,0.0919570753717959
12159,0.0634843760514804
12160,0.787138400465068
12161,1.10785439090889
12162,1.01372601521091
12163,0.444180731991358
12164,0.141267479788519
12165,0.216674117542108
12166,1.08937251440662
12167,0.656203954832917
12168,1.11221606527573
12169,0.728245174637655
12170,0.0744096610588272
12171,0.0210862930475434
12172,0.844678244891039
12173,1.08475286270087
12174,0.620081714872766
12175,0.240673013264885
12176,0.301563465413565
12177,1.10338760037409
12178,0.0428711855632963
12179,0.188762349540413
12180,0.495430195489696
12181,1.01110896182382
12182,0.913357313253819
12183,0.815839764726768
12184,0.141267479788519
12185,0.493649007755272
12186,0.645324465307604
