"UniqueID","Probability1"
11862,0.0142508061049633
11863,0.00427298544530041
11864,0.17048493599027
11865,0.855846457692816
11866,0.005891505259203
11867,0.145050662934081
11868,4.72673407252062e-09
11869,1.4677295194781e-06
11870,0.10133845086799
11871,0.858725568788503
11872,0.0678148404280429
11873,0.17136458358385
11874,6.74039311462917e-08
11875,0.815363779900826
11876,0.100475167325693
11877,0.584680078142439
11878,0.636387320695748
11879,0.148782044225121
11880,0.105293326393915
11881,0.565768868192969
11882,2.22044604925031e-16
11883,0.034780743293969
11884,0.22399075256513
11885,0.115568399324254
11886,0.16156410055604
11887,0.254686758420182
11888,0.0821760947648117
11889,0.105887447105209
11890,0.0420461548650984
11891,1
11892,0.0299342503700577
11893,0.589296069314802
11894,0.0168446984159704
11895,0.128660183816939
11896,0.103323045456603
11897,0.132420579732318
11898,0.0924083870164152
11899,0.061792738995191
11900,0.0522730975748821
11901,0.336611167739666
11902,0.791540744829053
11903,0.113209387639985
11904,0.145946144303148
11905,2.22044604925031e-16
11906,0.787742844983533
11907,0.0616712762989537
11908,0.052270073275264
11909,0.0399895098893929
11910,0.0441778365832663
11911,0.0151648527676403
11912,0.0374175748115229
11913,0.928438263598038
11914,0.172835539255062
11915,0.15652460288475
11916,0.0967971397639164
11917,0.0945944009829755
11918,0.539179948143375
11919,0.103727165648903
11920,0.00906863291084454
11921,1.058421498471e-09
11922,1
11923,1
11924,0.437722691513884
11925,1
11926,0.197880929959639
11927,0.883977507361007
11928,0.116669845835551
11929,0.0880857609883979
11930,1
11931,0.136579468286126
11932,0.0692114029533019
11933,0.645893078961029
11934,1.25722269633922e-06
11935,3.89566348188333e-07
11936,0.241899617553904
11937,0.953580264485716
11938,0.515375218476762
11939,0.104279386551129
11940,0.687414070172128
11941,0.471764665355453
11942,0.931706820453482
11943,0.0317216826758553
11944,0.677199017947962
11945,1
11946,0.855866265152704
11947,1
11948,0.0855864524949764
11949,1
11950,0.771901230904038
11951,0.180144769749399
11952,0.215252731134219
11953,1
11954,0.103991974879242
11955,1
11956,1
11957,0.426064713461087
11958,0.0379611977272881
11959,0.850759813222603
11960,0.832046190196766
11961,0.468383121429407
11962,0.122120608113619
11963,0.0693441186701415
